metric,tag,trainer_step,raw_value,smoothed_value
train_mean_reward,Reward / Total reward (mean),47200.0,99.57373046875,92.8782202087983
train_mean_reward,Reward / Total reward (mean),48000.0,85.87796783447266,91.47816973393316
train_mean_reward,Reward / Total reward (mean),48800.0,85.61821746826172,90.30617928079887
train_mean_reward,Reward / Total reward (mean),49600.0,98.39763641357422,91.92447070735395
train_mean_reward,Reward / Total reward (mean),50400.0,88.57827758789062,91.2552320834613
train_mean_reward,Reward / Total reward (mean),51200.0,87.1324691772461,90.43067950221825
train_mean_reward,Reward / Total reward (mean),52000.0,78.63400268554688,88.07134413888397
train_mean_reward,Reward / Total reward (mean),52800.0,89.4146499633789,88.34000530378296
train_mean_reward,Reward / Total reward (mean),53600.0,91.21013641357422,88.91403152574121
train_mean_reward,Reward / Total reward (mean),54400.0,87.13090515136719,88.55740625086639
train_mean_reward,Reward / Total reward (mean),55200.0,95.25706481933594,89.8973379645603
train_mean_reward,Reward / Total reward (mean),56000.0,89.71284484863281,89.86043934137479
train_mean_reward,Reward / Total reward (mean),56800.0,82.1327133178711,88.31489413667404
train_mean_reward,Reward / Total reward (mean),57600.0,75.57310485839844,85.76653628101892
train_mean_reward,Reward / Total reward (mean),58400.0,90.12024688720703,86.63727840225654
train_mean_reward,Reward / Total reward (mean),59200.0,93.50163269042969,88.01014925989116
train_mean_reward,Reward / Total reward (mean),60000.0,97.02462768554688,89.81304494502231
train_mean_reward,Reward / Total reward (mean),60800.0,71.50577545166016,86.15159104634988
train_mean_reward,Reward / Total reward (mean),61600.0,101.47810363769531,89.21689356461897
train_mean_reward,Reward / Total reward (mean),62400.0,76.55810546875,86.68513594544517
train_mean_reward,Reward / Total reward (mean),63200.0,96.74615478515625,88.69733971338738
train_mean_reward,Reward / Total reward (mean),64000.0,74.52274322509766,85.86242041572943
train_mean_reward,Reward / Total reward (mean),64800.0,101.83798217773438,89.05753276813041
train_mean_reward,Reward / Total reward (mean),65600.0,94.98870849609375,90.24376791372309
train_mean_reward,Reward / Total reward (mean),66400.0,99.80636596679688,92.15628752433786
train_mean_reward,Reward / Total reward (mean),67200.0,89.1944351196289,91.56391704339606
train_mean_reward,Reward / Total reward (mean),68000.0,91.17745208740234,91.48662405219731
train_mean_reward,Reward / Total reward (mean),68800.0,90.16889953613281,91.22307914898441
train_mean_reward,Reward / Total reward (mean),69600.0,83.85292053222656,89.74904742563284
train_mean_reward,Reward / Total reward (mean),70400.0,86.55632019042969,89.11050197859221
train_mean_reward,Reward / Total reward (mean),71200.0,83.71195220947266,88.0307920247683
train_mean_reward,Reward / Total reward (mean),72000.0,88.15861511230469,88.05635664227557
train_mean_reward,Reward / Total reward (mean),72800.0,87.41863250732422,87.9288118152853
train_mean_reward,Reward / Total reward (mean),73600.0,81.01871490478516,86.54679243318527
train_mean_reward,Reward / Total reward (mean),74400.0,80.54878997802734,85.34719194215369
train_mean_reward,Reward / Total reward (mean),75200.0,101.39256286621094,88.55626612696513
train_mean_reward,Reward / Total reward (mean),76000.0,95.39924621582031,89.92486214473617
train_mean_reward,Reward / Total reward (mean),76800.0,98.82398223876953,91.70468616354285
train_mean_reward,Reward / Total reward (mean),77600.0,97.46623229980469,92.8569953907952
train_mean_reward,Reward / Total reward (mean),78400.0,78.94293975830078,90.07418426429632
train_mean_reward,Reward / Total reward (mean),79200.0,93.51582336425781,90.76251208428862
train_mean_reward,Reward / Total reward (mean),80000.0,58.98125076293945,84.40625982001879
train_mean_reward,Reward / Total reward (mean),80800.0,62.408634185791016,80.00673469317324
train_mean_reward,Reward / Total reward (mean),81600.0,100.72437286376953,84.15026232729251
train_mean_reward,Reward / Total reward (mean),82400.0,69.20991516113281,81.16219289406058
train_mean_reward,Reward / Total reward (mean),83200.0,85.21855926513672,81.97346616827582
train_mean_reward,Reward / Total reward (mean),84000.0,94.6932373046875,84.51742039555816
train_mean_reward,Reward / Total reward (mean),84800.0,96.1054458618164,86.8350254888098
train_mean_reward,Reward / Total reward (mean),85600.0,90.42769622802734,87.5535596366533
train_mean_reward,Reward / Total reward (mean),86400.0,83.33898162841797,86.71064403500623
train_mean_reward,Reward / Total reward (mean),87200.0,89.8606185913086,87.3406389462667
train_mean_reward,Reward / Total reward (mean),88000.0,92.1724624633789,88.30700364968914
train_mean_reward,Reward / Total reward (mean),88800.0,101.04751586914062,90.85510609357944
train_mean_reward,Reward / Total reward (mean),89600.0,55.16749954223633,83.71758478331083
train_mean_reward,Reward / Total reward (mean),90400.0,95.68014526367188,86.11009687938304
train_mean_reward,Reward / Total reward (mean),91200.0,91.078125,87.10370250350644
train_mean_reward,Reward / Total reward (mean),92000.0,101.49818420410156,89.98259884362547
